GRUPO EN NIIF,SUPERVISOR_SUPERFINANCIERA,SUPERVISOR_SUPERSALUD,SUPERVISOR_SUPERSERVICIOS,SUPERVISOR_SUPERSOCIEDADES,SUPERVISOR_SUPERVIGILANCIA,REGION_Antioquia,REGION_Bogotá - Cundinamarca,REGION_Costa Atlantica,REGION_Costa Pacífica,REGION_Otros,MACROSECTOR_AGROPECUARIO,MACROSECTOR_COMERCIO,MACROSECTOR_CONSTRUCCION,MACROSECTOR_MANUFACTURA,MACROSECTOR_MINERO-HIDROCARBUROS,MACROSECTOR_SERVICIOS,VARIACION ACTIVOS,PROMEDIO ACTIVOS,VARIACION GANANCIA (PERDIDA),GANANCIA (PERDIDA) PROMEDIO
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.025616921830419748,1628339400.0,-0.26519530992136664,89088310.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.02709126397318178,7140255710.0,-1.855308223608499,-12862170.0
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.3073279902178957,27242751430.0,-0.12355031817966083,2693749654.0
1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.09713724971941384,2830592915.0,-0.8627965990913383,93909910.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.22046145250576726,2936590880.0,0.38267038286547933,806409990.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.225016081350602,971961885.0,-1.1452737680480527,15016745.0
1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.48003746762546085,5034973840.0,1.2323986423651403,397811010.0
2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.04156712751681044,377831930.0,-0.711497597278066,-2052565.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.00035717088036804113,2187606985.0,0.6207415829164159,113433440.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.03607404496964524,2834475855.0,0.99088826545358,499780435.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.2547316966718244,2279966620.0,-0.3974600033620301,37560685.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.2001522888705302,2505279650.0,2.5288443731036536,60279530.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.029679474537762242,7780936830.0,-1.2287896697585463,-386701055.0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.514095898220962,294104079.5,0.14454753159333386,57308325.5
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.2728229514783154,2710717090.0,0.32998549910128905,245991050.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.38464150496425686,1098833410.0,-0.0379435237846916,175596020.0
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.17699020807539043,13947663680.0,-0.8366020541929071,1189543110.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0231117702511544,1183311560.0,-0.40529388902652175,17540930.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.3049568990449592,7576189350.0,-0.27643435445291725,375029675.0
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.1590147947345621,932148560.0,-0.10601991591876439,49279250.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.058183967357059475,1059036735.0,-5.066661576129479,15462215.0
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.28153368647842086,1823469210.0,1.376422982834324,-33339020.0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0022516812651494486,11088673580.0,0.020788110115233082,654631560.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.14786715469297346,1399873245.0,2.911120777947865,8918890.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.15454434439501036,572526530.0,6.327341169655363,38524945.0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.25589456228834156,754306905.0,-0.05802256569749279,71457225.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.05530487910356138,1624196850.0,0.3255143773754171,268451845.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.1565123359688173,8507970945.0,-1.1955873685011096,-65153385.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.07862564892133032,1773972920.0,-2.020753152504994,600565.0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.06582836805401945,576228985.0,0.13889738524658732,66606965.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.05468791965697113,1441867005.0,-0.9187476645916315,-9520070.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.24370319045276914,7363992815.0,-1.3755254258491334,-308895580.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.022873317110251305,3421539350.0,0.7057980940889063,164144265.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0826949278441278,3419761485.0,-0.7307984204393527,-73315975.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.06829954455659676,1230800910.0,-0.3610867997307404,-155406650.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.3348291327574335,1385314795.0,-1.4613834710621338,14175975.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.09504013423918187,1372821495.0,-0.0005710991101505757,234445745.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.09555619656329838,3068101465.0,0.5669363406319928,122743195.0
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0537088373341107,10537179910.0,0.18391407502938195,776862155.0
2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.02313981736565618,200099200.0,-0.28393047836067503,5102175.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.2108237004523663,1006290465.0,-0.2537484366639985,83160900.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0908136341540345,2625493380.0,-0.09323214583332078,-268912605.0
2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.06776847900393995,2229984575.0,0.5629658075692271,99075685.0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.06118163840385759,4415167485.0,1.128542634288095,248392895.0
2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.13174663529285982,1875845310.0,-0.22367214825754286,42037820.0
2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.08809155311306259,734417610.0,0.06663618835735607,29428145.0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.055038183154860795,8110356430.0,0.37790436531618415,397556540.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.16462461355553526,4394367835.0,-0.36491390790018396,101348555.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.02820401353937241,1615715590.0,0.8309477561800077,146123445.0
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.6622907157333524,13378202425.0,-6.308218850695044,1665205060.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.1993735467280398,545148285.0,-0.7832579970746945,11043120.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.022057124450676435,2716074840.0,0.12450266629925806,158090755.0
1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.07026768979176329,2987389165.0,0.05375736969134612,31518275.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.11532476627112458,1545667225.0,-0.8041779993023257,26155820.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.06960340011851365,52711124385.0,0.09764718747727785,6143283445.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.06709081477021198,5845158545.0,-0.4881051465067705,364274230.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.14802786271807755,12587555220.0,-0.21881051681580518,151929300.0
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.35288541671786106,536197740.0,0.6167747152024393,12718755.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.12456961301281963,752025005.0,0.30977714134437195,-47986775.0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.01673842619335987,10901473805.0,-0.5729389876453119,80120150.0
2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.06731909180566331,361871965.0,0.5553945894851483,28602110.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.3437261509293271,2185213635.0,-0.7355801376719268,143341160.0
2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-0.09954167883773236,346578165.0,-0.8256813258367333,-47548580.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.08049697402258481,1428893030.0,0.14038818238612985,83903495.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.26981847922315055,984538305.0,0.2513983856508638,138906620.0
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.4944217646248021,614301460.0,1.2523945474922682,51292620.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0685809023934585,4794869585.0,-0.4368755880036899,207327015.0
2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-0.030952133743946175,951548830.0,0.7360630772743082,37092000.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.2607864559317983,1289094480.0,-0.8973477214882655,-78075340.0
2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.08729814391171734,295799150.0,-0.11927233825573141,15048680.0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.004982214450865589,953961465.0,-0.23490036802355202,95359640.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.3078667472382005,3589093650.0,-2.1742871459660464,-5389430.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.0894527214547793,11298862835.0,-0.08174626934857229,810060375.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.040461609138071467,11737338275.0,0.2158310930120862,1404485460.0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.09288861447534412,94165170000.0,-0.002065045812893792,11169805000.0
1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.037797240459507,2281247120.0,-0.025677314781022007,162560340.0
2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.02978141734563078,261933620.0,-3.3013246963023404,781465.0
2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.28389084068344594,782514525.0,0.13362155161354042,26193565.0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.019104703985974573,1946251045.0,0.5167240926830508,59456600.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.002650086105971067,7266557320.0,-0.1070858449771082,457184700.0
2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.08070790146305547,1105173110.0,0.07279079996244076,85981715.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.06359842339337984,6195044130.0,-1.9983289479954112,-397500.0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.4503000527534486,5486253340.0,0.43386146159144906,-2861839122.0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.038683538062666854,5596313285.0,0.07792284400827215,489814965.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.10236162903790533,3619283745.0,-1.0995869114803556,247364365.0
2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2.091155507150565,392282205.0,1.1228951002840333,27564015.0
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-0.05910669074463616,6334256850.0,-0.6528871021686481,355712590.0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.3895251024128935,2303084450.0,-1.9764260014831603,-1852020.0
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.018294414276615545,461673565.0,-0.5348565400007028,-63160950.0
1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.1631630695742648,605484680.0,2.070583474480814,9757270.0
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-0.1490345663220571,652574365.0,25.450085270338555,8691795.0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.10570142536760155,10168834530.0,-3.411789871996586,-67351610.0
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.07312080852002996,1183638810.0,0.406712275057438,32839950.0
2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.23022241604489868,1109278630.0,1.2221469812721073,60477540.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.18831357517145797,1297025915.0,-2.068375142917185,-959840.0
2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-0.11288720775543501,1581516700.0,0.43685557059361857,93410425.0
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.08627669450801605,926822005.0,0.6940751199924123,-20167550.0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-0.024529361919058346,4865019760.0,-0.9277900430771386,95489775.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.19750982236676856,1953243025.0,95.84394243601471,247074545.0
1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.25949796916056384,4181300150.0,2.1303730859279773,179591100.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.09282936568692378,1977802365.0,3.992816917201811,109292770.0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.4567991394366058,273850005.0,0.07563451893577793,-31537990.0
2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-0.16621068244914988,1524138780.0,1.5077818408715662,237012260.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.26954898027158647,1802986460.0,0.45992765032549077,50511195.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.16920321448361655,13348871570.0,0.26770136955943646,2801633800.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.5295707451190698,1044255810.0,0.8475013886733752,66154875.0
2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-0.2682943784304567,2137614510.0,-0.20911644672555613,279925585.0
2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0798103060076639,70590800.0,0.3586263805082186,1600670.0
2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-0.03710017129511468,306475500.0,0.5203322475689538,20608845.0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.000892820986978309,13866065245.0,0.04924664900173462,433353820.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.004213202977045203,3485966585.0,-1.2578626170394243,66531685.0
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.8985743149488087,5848016137.0,-4.832231328147471,141822502.5
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.12052658713640757,2066155310.0,-57.0371109923868,82412570.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.10952640796111068,1114352895.0,3.160597214021737,47197790.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.318878807071264,833435780.0,2.1703901949982383,16805755.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.363696767045997,4464949090.0,-23.20681498198683,20484935.0
2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.3337502186909448,2320254087.5,-0.0380802762692596,225797418.5
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.18897520802414974,3179430430.0,0.6459646908833229,1046946220.0
2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.16983084882638808,1524843020.0,0.407121956995946,51428630.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.6216224835791951,2244115400.0,-0.15313394628399893,258665420.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.08417683168655854,1751153625.0,-0.09776149480601114,145910320.0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.05887087028926257,1319773540.0,-0.39959977776357386,203437875.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.19079665640927668,2738659670.0,27.224015376249426,-105064865.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.10983540193266565,1076517700.0,-0.015895732309512325,26348240.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.08459383594230395,17557446285.0,0.5158216978719151,1309797055.0
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.09186752792238619,754181345.0,0.39557424555890125,51637070.0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.09723087407142661,6501766917.022676,0.13570371989992808,16019070000.0
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.3297334242837393,10720357835.5,0.48263883845436417,-118105785.5
2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.044037152988848416,295703050.0,-0.6936516750724304,12550735.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.10599430060595955,1336266125.0,-3.864595156114854,7318825.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.011765566712808014,5453674750.0,0.005544905000189014,151731385.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.020446952738912137,1137213770.0,-0.5828929410915289,-167127350.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.20274344018045756,1777715745.0,0.7177094294292696,81718370.0
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.06761523289101028,1802108760.0,-0.05957494227956053,32823425.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.09631703987077267,2776992045.0,-1.451585879979893,42794495.0
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.2911800501032359,82655777923.0,0.4571447239477768,5015513391.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.05199048699700479,10669080720.0,-1.7095716375785428,-31108325.0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.046757121339433334,4105778790.0,0.07847568011734896,339629650.0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.09085102933864873,3577931220.0,-1.1077094944386716,-92564660.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.0765276442948391,32890086545.0,-0.1458044241719671,729250160.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.10929452631233572,8329635650.0,0.8577840274817193,191513625.0
2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0974964753837567,216593810.0,-0.34885839904390725,10582860.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.031284420731953616,815153960.0,0.7438375956945766,20803955.0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-0.0682710453233571,1215529685.0,-0.020806599491813977,130298535.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.0942883616434192,2901321050.0,-0.021482248070947,337605445.0
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.03969628336199049,1704969110.0,-0.6598429927688589,104858615.0
2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.09414088795082935,3633731385.0,-0.8552219855225259,33215425.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0022825298642151397,2656654230.0,5.516142787146552,24237005.0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.03995257807652476,5499458105.0,0.4260129574202239,154164875.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.5121937597310472,3619336680.0,-1.2033722346381581,-30095410.0
2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-0.00047405834537267834,1179954720.0,-0.12413268803520094,19073650.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.05464249775839248,18223009630.0,-15.496179809598576,904967375.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.03002502937635577,2876559555.0,-0.2082467458186897,-123269775.0
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0454396120177722,5898103390.0,-0.7927923192061948,126305510.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.29467390665699866,1125942630.0,-1.9574568198494857,-1056950.0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.44677319820197126,745611595.0,-1.2275615237549327,5525040.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.034202723711900876,1621409400.0,-0.8794333412360619,84557030.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.21821145812526815,43566296355.0,-2.0256124457645606,91040710.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.06999680487981887,40293515105.0,0.12486964395698369,2777168385.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.031435828951616125,95937800540.0,0.32653558415317396,21444271990.0
1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.39206356028318307,903596855.0,-0.6639247148963172,33983135.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.10411118431161927,7825239930.0,-0.5192242783443095,897478130.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.16057432300160543,1647506055.0,-0.2269975823323693,107623135.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.17225744032216794,9879903030.0,0.20404523226184731,330306660.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.09885257143610086,6497191659.5817995,-1.128432524772323,205987900.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.3820340766003077,1066811755.0,-1.2663971495433455,-33683705.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.17397311831154985,5681382530.0,4.688931555731412,164992965.0
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.014926102437199456,8024523125.0,-0.2769188576641418,358122040.0
2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.15734349467262845,6401636355.0,3.318673346934693,332605445.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.33504380998026684,1481277095.0,0.12944935710027675,113451440.0
2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.535295861198715,10753597336.0,-0.8323319771657532,-15690895780.0
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.16642324657412985,383624325.0,0.14618020972033238,39723510.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.16937520182361854,4135969370.0,6.670157895321422,-362979585.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.5026274575438638,997426265.0,0.7157706198350767,49058115.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.026331118278659547,9298719855.0,0.6125566832894704,229144290.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.01952993493686433,3369790810.0,-5.9061567759687215,-58006350.0
2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-0.048463030828870594,541710930.0,1.3627637038971592,14485525.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.021066142423878418,6324811585.0,-0.8162182051443764,87749690.0
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.008450891130746688,5827561705.0,0.5153727488988169,1907405030.0
1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.5449949192738738,1755194430.0,2.1895340238811585,91131980.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-0.038134304012381236,46610458975.0,-1.0452527822893318,-2347171975.0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.03460939644274275,435051425.0,-0.05260891568396035,21029555.0
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.029177365993989395,5610877260.0,-0.05008442641753863,106039675.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0217616406198348,5272243035.0,-1.0782135040106497,-150287190.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.04200297447991041,8615670000.0,-0.842650595255767,194915000.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.19518872976802254,1738206205.0,3.514802107612678,242873815.0
1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,-0.34782064950805697,11269869040.0,1.7679034516662486,-3202755255.0
1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-0.007174417603661111,1727645045.0,-0.19584386094465966,34546090.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.00967964442542203,971712970.0,-0.01353530227959367,28890785.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.6807859309554134,780592695.0,75643989.0,37821995.5
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.26735023869568914,1128028355.0,-0.3441523520056682,121619675.0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.009396487395967053,1475931660.0,-0.8838892846382286,39099585.0
2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.15537506155240666,1213007635.0,-0.7879026976583345,40939750.0
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.05342853022713414,2274854585.0,-0.022483436332889503,49494125.0
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.06341976611101444,442249880.0,-0.09356376301522618,21891960.0
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.0183695680221977,52220480000.0,1.954045859389805,-208655000.0
2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.38066909344042665,5020196987.440876,0.2996904060116915,86607755.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.02417198282086503,19309808020.0,-0.40437674312858485,-1442385535.0
2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.0,4456652230.0,-0.685866580043115,9790110.0
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-0.008859598387585713,8919795285.0,-0.3055967079610245,696821795.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.012858756354759016,1443639510.0,-0.7241822709727938,91728728.82741117
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.09723087407142661,6501766917.022676,-1.9739387013297893,-139459275.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.05062158771209159,19747609050.0,-0.01378260268752424,1594298490.0
1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.16749578494714937,18435239690.0,0.30822793305183915,1754792385.0
2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,-0.06403127897513289,1108833945.0,-0.13150066692787002,34789505.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.29315676504076527,14597129220.0,0.11037344857398425,-3654854140.0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.03644147756135205,1491030805.0,-0.057402757144216,338198565.0
