GRUPO EN NIIF,SUPERVISOR_SUPERFINANCIERA,SUPERVISOR_SUPERSALUD,SUPERVISOR_SUPERSERVICIOS,SUPERVISOR_SUPERSOCIEDADES,SUPERVISOR_SUPERVIGILANCIA,REGION_Antioquia,REGION_Bogotá - Cundinamarca,REGION_Costa Atlantica,REGION_Costa Pacífica,REGION_Otros,MACROSECTOR_AGROPECUARIO,MACROSECTOR_COMERCIO,MACROSECTOR_CONSTRUCCION,MACROSECTOR_MANUFACTURA,MACROSECTOR_MINERO-HIDROCARBUROS,MACROSECTOR_SERVICIOS,VARIACION ACTIVOS,PROMEDIO ACTIVOS,VARIACION GANANCIA (PERDIDA),GANANCIA (PERDIDA) PROMEDIO
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.3160406875006478,2469122755.0,-2.1563708442864087,5702840.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.162269181943126,40406206835.0,-0.019446171544739283,4850119250.0
1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-0.00393808112523287,959129050.0,-0.12049936487937626,59237415.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.22237538161276782,1991881430.0,-2.5142788842965187,5195505.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.07477304265654026,7406453925.0,-0.19261878734544458,551374470.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.22583078778606738,1412996670.0,-1.1838694192365986,15122765.0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.03462588627202203,40438265430.0,-1.0049134930461108,-746206575.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.10755231846037358,13068179225.0,0.1626125050118229,2058238435.0
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.126567937427545,986294575.0,0.34202706954328216,46078235.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.013535974915061904,4514043340.0,-0.05009160668883831,188383370.0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.1000878658567949,2757179465.0,-0.9725698776415583,75656800.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-0.03902500743036635,22664012275.0,-0.00013497745629741022,2030350185.0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.015408616420941046,2188445455.0,0.8506197236481872,23916785.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.19052317534392627,612367380.0,-2.3582221988567147,10902215.0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.03886051102801604,13762198300.0,-0.728092466920713,335153225.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.15856923463650616,1566934710.0,-0.010330737265472923,48811790.0
2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.1760375008704382,1495897635.0,0.8864854668195904,90815515.0
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.22425297848038286,2847439685.0,0.009054538592187205,93152325.0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.025520685674747325,38579521445.0,1.9201379380062882,647596595.0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.08651833567358123,2091178710.0,2.50997443686622,109595175.0
2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.9313325430828304,160405580.0,0.864228042892186,18629555.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.026628063007456737,2502090445.0,-1.251973606718195,60235420.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.17788778240943767,4421361610.0,-0.5804329150074881,14673270.0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.1724469942823686,3478002945.0,-0.43604145603886674,-137652820.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.12958747506053883,6638085295.0,-0.3833973005875553,189626850.0
1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-0.03891478799086606,813621975.0,0.9725686930959866,2912285.0
2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.3483546878742599,564817745.0,0.06643891115071926,66281710.0
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.2232626719127298,2219868150.0,0.2864017329499692,235333340.0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.21863903019676145,1824930430.0,-0.9076826937782921,103952075.0
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.05490648693084006,4811908460.0,4.321590924888437,22736550.0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.24988159115211658,791057400.0,0.009323488156796997,17569615.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-0.0034685626250909713,2025270020.0,0.07261989629796957,1183886485.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.10378897926133365,8721877400.0,0.0776950069084983,346871545.0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0848076652886829,2685714270.0,-0.3821520416415954,123534510.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.056001239780980275,942504195.0,0.02552711778586646,1060090.0
1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.1197986727771055,3950433510.0,-1.4570321876143955,-75519870.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.0351886221023994,751137250.0,1.7969374442242165,64011790.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.09713528062147149,6721015790.0,-12.453118920637332,-88121465.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.172861636733461,711583765.0,-0.3324127053841515,88201085.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.083510281258523,5976596850.0,-2.9132108260529614,132340860.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.008255755973821468,7113321515.0,0.19116426164719919,378804895.0
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.46586061053789934,1771439420.0,10.46652263819897,43768465.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.2852261870727753,887754020.0,-2.347442605997932,-1679885.0
2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.4289198343936567,665700945.0,-1.1306459315660966,-646230.0
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.017523655378486054,1944570000.0,-0.37700348432055747,11645000.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.04524552698782698,5656679120.0,-0.08901329280915767,132390885.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.029026914664673355,10073930155.0,-2.6851012610547396,-51690575.0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.09723087407142661,6501766917.022676,-0.992528987582867,33349365901.292683
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.18576406011306698,1786284990.0,-1.158219210645891,16200690.0
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.1566905390273334,9332887915.0,0.524093175590788,-186825325.0
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.2454036181734453,55171105000.0,0.5090923824186929,2631925000.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.14865489055752865,5549901400.0,0.13526440386925734,2496454200.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.44051871840976214,273913000.0,4.977021858392118,-14237555.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.13545908588285477,1644826075.0,0.10539325692440263,50380250.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.06325010864905796,2223520210.0,6.062637052832297,39323295.0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.021281604447430512,12977171440.0,-0.03266015138019243,2319304630.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.00476507596139774,711080730.0,-0.17519067586753392,-43385380.0
2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.13561573315607875,907477690.0,1.1274911613620937,14998525.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.36881715946754084,1583086560.0,1.0709072518391423,38587915.0
2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.16971320737982432,708942150.0,0.05574894519824329,21443250.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.006092788664053987,6140830755.0,-0.3750529778127082,-203280125.0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0455330877605689,8712805000.0,-1.1286900661411998,206165000.0
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.058204284841110704,830676420.0,-1.0255852433571737,17678690.0
2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.6326157273614814,1917330625.0,1.7579041846541452,182924930.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.017200919320582677,5897998425.0,-5.158705071016062,30087645.0
2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.09723087407142661,6501766917.022676,-9.521335566217255,3513202101.5
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.09723087407142661,6501766917.022676,0.28657222094746,4035880000.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.06087253075027053,1032830900.0,-0.2971220716619503,136702255.0
2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.0657928651979323,11702320794.5,-0.7263121018434601,-1191346272.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.09723087407142661,6501766917.022676,4.479270852833759,1589151875.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.20470174979472994,938155205.0,7.367845549389824,80947085.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.23035548916694162,1114122240.0,1.3302817023182476,155999420.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.047329918375051766,20715355000.0,-0.1427475256060972,2154190000.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.00515932836062602,2186945880.0,-0.5925580851102659,65553085.0
1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.2159572243415582,1009700455.0,0.20710635522171844,13788290.0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.4474166590114195,754502530.0,0.42252320408506777,66636370.0
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.19127279097739278,1151248620.0,-0.8067258058917742,30081100.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.04990013661544648,872106880.0,1.6817686303579993,-16042460.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.4018783354344174,5698364515.0,-0.6444559886653835,373284125.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.05767364420118576,18356105385.0,0.17135634114713513,3858906175.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.2609346911981413,2056436585.0,-0.04340719570033687,151308350.0
2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.04953034076229631,243198620.0,-0.14372618461228148,12700050.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.11439999168557938,6853015210.0,-0.6374596943154981,-471886295.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.19711785957534161,1521959800.0,-0.0718588502502901,23786870.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.22174051124706967,2163663470.0,0.17678982343254435,90647460.0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.015456132162413197,2530477875.0,-0.6202551150388852,143492040.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.06326891518058923,2298504350.0,-0.7575788770849975,62456690.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.25947488365102567,2921783120.0,-0.3579265352045634,165036610.0
1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.26370099998788693,12982620580.0,-0.7916776107732821,334169725.0
1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-0.01644140263535655,5267857455.0,-1.0043904128619232,-54628655.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.04124015242027964,970989455.0,-0.8885285972199203,-8785170.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.6839067438900103,2393756725.0,-1.6059018002723244,36701520.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.241655003799392,1261589975.0,-0.49091595576712155,59033655.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.06982120058131125,17431509700.0,0.05583961611467389,2188178165.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.039852138916363654,1871231250.0,0.16738976597267893,199479380.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.5074744157150433,3395532995.0,-0.120151634938818,98510615.0
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.1245160221364363,2533247315.0,1.1579285614418628,39752510.0
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.46011666218998004,1963779835.0,0.4963406898847944,59231050.0
2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.03339060002066039,767870980.0,0.2323201247293381,17124150.0
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.04795678386239543,1220272460.0,-0.2201605713631134,7147230.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.0441791103158051,3012040320.0,0.16827547111148533,54466180.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.03623129926940834,1966949130.0,1.0494065178999243,-115636880.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.25815508782944385,849123625.0,0.808880604838779,-81716095.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0867712685824735,3670735000.0,-0.07199236428372263,-898895000.0
2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.24234271385021267,735604855.0,-1.1465668741525288,-1998335.0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.018107951913712193,1231636775.0,-0.03870637034841484,114078085.0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0813109821086559,1298598605.0,0.08174949674518313,35833050.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.13922009853160333,2817932085.0,-0.06274428436191044,70959110.0
1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.38814175793445566,4771495220.0,3.970665790045653,302862470.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.1348756258856435,1703616275.0,0.060697451972573896,63780245.0
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.03675948212440337,424341510.0,-1.058971574928116,-203788170.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.19820631021309992,4361179385.0,-0.27206198963635314,246816445.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.10102420346165851,5067472935.0,1.2169320779191501,-62074420.0
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.4739794857940817,5892680435.0,-8.3075754664192,152795875.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.07894712867916494,6718271830.0,0.2776386660261848,12256805.0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.12777475257836257,14301455000.0,2.8421702345467135,804115000.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.061119552906211454,6992189140.0,-0.46543626460991266,102658700.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.30712827958093,17530132490.0,9085.78368355995,36760085.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.21276422784008936,6720781945.0,0.39547529062581926,-933500180.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.01905486158000541,1032781645.0,-0.5382753345599035,-81882885.0
2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.4396307037334531,30689383290.0,-0.8858134228450432,-40508910162.5
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.01502505848539237,20749269960.0,-0.5502656930356467,688910575.0
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0668936392233819,1272185705.0,-7.446477535798395,24491230.0
2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.09493221936839656,6281261846.5,0.748339139844633,358347574.5
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.08852666579183593,3121936855.0,1.8626697575782776,92893345.0
1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.36262700774509776,1932798210.0,12.451617850518442,380216285.0
1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.04144754135230314,6955338435.0,0.4683967550647623,570496290.0
1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.12174340567267569,22364768575.0,-0.06311650262428507,1394614980.0
2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.1507251204105496,81992727497.0,-0.9247578462193483,-8642200756.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.01730075867397452,2386735855.0,-0.9737010716923892,25980860.0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.0206672043800325,4380301470.0,4.044497626836742,-32417215.0
2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.2373519471585705,616515205.0,0.05293398281773495,72923315.0
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.0756187619522707,1609737050.0,-0.2835516232635471,179591925.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.09184141560443117,2671909720.0,11.035129700766365,-64795870.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.15426324728392846,701387150.0,0.3742367701491808,61202565.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.661922738857764,463768540.0,2.526779528886619,-108470510.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.04298893208716364,1127616760.0,-0.21804261573340827,-311231910.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-0.09115827576813575,16612667555.0,0.7125461924310833,1664400685.0
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.04159847013114172,1765600395.0,-1.2143135179289355,-32164115.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.19895714703518996,4702937830.0,0.14000197444532153,728780540.0
1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-0.27722212397751245,16756220000.0,-22.121180319772826,-1629715000.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-0.06174572244898293,2676219755.0,1.340098741570111,468452055.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.5822874757613415,1182894815.0,3.0278338074922697,31519465.0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.32360347949288026,538452050.0,0.4541845602075241,47441265.0
2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.06619630030474973,1267391370.0,-2.155571753120067,-1963615.0
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.005449346000411374,566427105.0,3.298346444816664,6674380.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.1152714017409924,12996155425.0,-3.6372401121226345,-74304890.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-0.12968139776815146,11974465715.0,0.5597417813092406,3084428155.0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0328063468184693,4642134940.0,-0.37870394088894954,108261485.0
2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.033193976837456285,2491243190.0,-0.49573683938172797,-28924130.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.08283437686549991,1083624485.0,12.092260795049421,-32314470.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.24920207079420445,5979462005.0,0.5938735682360341,613477725.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.05649920178769837,1135300335.0,-0.33952077054060364,-94555915.0
1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.07738046326519694,989753110.0,-0.20115962790990705,63386035.0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.1365950913133853,579223120.0,-0.7450917319563983,6729615.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.20753182348849908,59877923720.0,0.1277280766972321,18763033225.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.16962668455718835,3821934485.0,1.0320805783646096,-530929665.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.03788143546650107,842660285.0,-2.8173934029547234,-8348705.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.007399122872521675,1807823710.0,-0.825442030573592,-96282845.0
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.15798104429706983,19806105820.0,0.19002400826720395,1267591820.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.48503481151379557,1631890515.0,1.9099245565380742,54448280.0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.08856579031738701,1957091545.0,5.010974734255723,202933505.0
2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.49364992957628606,30987488456.5,-3.5198697509153183,1452328427.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.4794252995033192,3761760795.0,-0.7766013645632854,616355420.0
2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.2593165640737924,1503726220.0,-4.65369351231253,-10755380.0
1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.09232006737695314,23884829775.0,0.020604162142792003,1760419380.0
2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.90684573663969,53198057377.0,0.17990794780335112,243659109.5
2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.3019901438124758,1326246675.0,0.898608954168217,73193195.0
2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.18061600700290528,5080296815.0,0.22722577654535442,705913330.0
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.19719243426875693,6954681876.0,0.5233911668894954,1586743993.5
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.006184763725447332,3354702620.0,-39.948573967797316,-165675315.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.31395785247244706,3820984675.0,3.1646780210606527,1353088985.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.1358325356592783,2334399605.0,-0.6112034808922778,27618795.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.060390298729453985,5707057400.0,0.6700234383614341,167930470.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.24160484036761443,1560481885.0,-0.07843247652181065,78497340.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.1482615088464114,951141290.0,-0.06458308802852508,139716005.0
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.10942133084784454,279967430.0,1.758158718857251,6756305.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.011807157428709844,5761169265.0,0.12374499310676004,360173750.0
2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.25522353945486753,1114265650.0,0.37328163892654576,20937945.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.045747824018199434,68054565785.0,-0.09366901217945013,10186491100.0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.13442794239079797,2532219000.0,-2.2230191059029454,4505345.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.072169368159322,5190942840.0,-1.125613160127519,302278980.0
2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.21088136123785062,663970995.0,1.201464371446173,42950830.0
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.37581508298626215,2079994685.0,0.06323911558535361,362039745.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.10832819351371514,3780578055.0,-0.7892458102678047,131648675.0
2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.027548166348484407,2624167425.0,2.1574922727629517,210538215.0
2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.01925143270767214,1600967335.0,0.13280979484246452,-16538415.0
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.12503834691141222,1737107310.0,2.3310326349694503,11153730.0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.1521091466063584,995906015.0,0.010907300137059487,34647420.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.1140010663644133,15002928900.0,-0.49888743000639385,703879685.0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.00037078735815222335,3292739840.0,0.29186891229244627,428906055.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.1373721160180525,11115574615.0,0.3758436299811114,1228587990.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.08552198897559106,76515576315.0,0.27633826484243007,10197131135.0
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.4347411748590861,740939570.0,-34.77524146900643,83916745.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.10664503353295993,3124011375.0,-1.4590489051448503,-25905845.0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.7532070867645817,479457785.0,1.149051636044306,49845000.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.052187620989421576,3607888475.0,-0.841046590118727,637730710.0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.001724363466896051,3381150545.0,0.8184099006897918,147373780.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.023335896276576618,23121042245.0,-1.2537062497531581,330680895.0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.10464485089448748,1405085390.0,0.5293875395507182,19469695.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.10901578166526886,2311467915.0,1.6930446231151066,31500415.0
2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.08292715692781717,1045801795.0,-0.006695702735656315,103442975.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.07298110111788349,5001755955.0,0.9456888049528948,97547015.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.06315503914720672,3297579010.0,-0.38181094548321903,47631055.0
2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.12883176708418248,963350415.0,1.275280146589986,23603290.0
2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.31449576950520725,397659640.0,2.051090903740898,83293285.0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.10857035381993785,8370199200.0,1.7130787992268846,196874270.0
