GRUPO EN NIIF,SUPERVISOR_SUPERFINANCIERA,SUPERVISOR_SUPERSALUD,SUPERVISOR_SUPERSERVICIOS,SUPERVISOR_SUPERSOCIEDADES,SUPERVISOR_SUPERVIGILANCIA,REGION_Antioquia,REGION_Bogotá - Cundinamarca,REGION_Costa Atlantica,REGION_Costa Pacífica,REGION_Otros,MACROSECTOR_AGROPECUARIO,MACROSECTOR_COMERCIO,MACROSECTOR_CONSTRUCCION,MACROSECTOR_MANUFACTURA,MACROSECTOR_MINERO-HIDROCARBUROS,MACROSECTOR_SERVICIOS,VARIACION ACTIVOS,GANANCIA (PERDIDA) PROMEDIO,kmean,cluster
2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0880915531130625,29428145.0,0,3
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0550381831548607,397556540.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.1646246135555352,101348555.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.0282040135393724,146123445.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.6622907157333524,1665205060.0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.1993735467280398,11043120.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.0220571244506764,158090755.0,0,3
1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0702676897917632,31518275.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.1153247662711245,26155820.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0696034001185136,6143283445.0,3,4
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0670908147702119,364274230.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.1480278627180775,151929300.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.352885416717861,12718755.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.1245696130128196,-47986775.0,0,3
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0167384261933598,80120150.0,0,3
2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.0673190918056633,28602110.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.3437261509293271,143341160.0,0,3
2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-0.0995416788377323,-47548580.0,0,3
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0804969740225848,83903495.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.2698184792231505,138906620.0,0,3
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.4944217646248021,51292620.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0685809023934585,207327015.0,0,3
2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-0.0309521337439461,37092000.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.2607864559317983,-78075340.0,0,3
2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0872981439117173,15048680.0,0,3
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.0049822144508655,95359640.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.3078667472382005,-5389430.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.0894527214547793,810060375.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0404616091380714,1404485460.0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0928886144753441,11169805000.0,1,1
1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.037797240459507,162560340.0,0,3
2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0297814173456307,781465.0,0,3
2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.2838908406834459,26193565.0,0,3
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0191047039859745,59456600.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.002650086105971,457184700.0,0,3
2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.0807079014630554,85981715.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.0635984233933798,-397500.0,0,3
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.4503000527534486,-2861839122.0,0,3
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.0386835380626668,489814965.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.1023616290379053,247364365.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-0.0591066907446361,355712590.0,0,3
2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.3895251024128935,-1852020.0,0,3
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0182944142766155,-63160950.0,0,3
1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.1631630695742648,9757270.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-0.1490345663220571,8691795.0,0,3
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.1057014253676015,-67351610.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.0731208085200299,32839950.0,0,3
2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.2302224160448986,60477540.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.1883135751714579,-959840.0,0,3
2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-0.112887207755435,93410425.0,0,3
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.086276694508016,-20167550.0,0,3
1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-0.0245293619190583,95489775.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.1975098223667685,247074545.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.2594979691605638,179591100.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.0928293656869237,109292770.0,0,3
2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.4567991394366058,-31537990.0,0,3
2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-0.1662106824491498,237012260.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.2695489802715864,50511195.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.1692032144836165,2801633800.0,3,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.5295707451190698,66154875.0,0,3
2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-0.2682943784304567,279925585.0,0,3
2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0798103060076639,1600670.0,0,3
2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-0.0371001712951146,20608845.0,0,3
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0008928209869783,433353820.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0042132029770452,66531685.0,0,3
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.8985743149488087,141822502.5,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.1205265871364075,82412570.0,0,3
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.1095264079611106,47197790.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.318878807071264,16805755.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.363696767045997,20484935.0,0,3
2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.3337502186909448,225797418.5,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.1889752080241497,1046946220.0,0,0
2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.169830848826388,51428630.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.6216224835791951,258665420.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0841768316865585,145910320.0,0,3
2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.0588708702892625,203437875.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.1907966564092766,-105064865.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.1098354019326656,26348240.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0845938359423039,1309797055.0,0,0
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0918675279223861,51637070.0,0,3
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0972308740714266,15000000000.0,1,1
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.3297334242837393,-118105785.5,0,3
2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.0440371529888484,12550735.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.1059943006059595,7318825.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.011765566712808,151731385.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0204469527389121,-167127350.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.2027434401804575,81718370.0,0,3
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0676152328910102,32823425.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.0963170398707726,42794495.0,0,3
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.2911800501032359,5015513391.0,3,4
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.0519904869970047,-31108325.0,0,3
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0467571213394333,339629650.0,0,3
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0908510293386487,-92564660.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.0765276442948391,729250160.0,0,3
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.1092945263123357,191513625.0,0,3
2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0974964753837567,10582860.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.0312844207319536,20803955.0,0,3
1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-0.0682710453233571,130298535.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.0942883616434192,337605445.0,0,3
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0396962833619904,104858615.0,0,3
2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0941408879508293,33215425.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0022825298642151,24237005.0,0,3
1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0399525780765247,154164875.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.5121937597310472,-30095410.0,0,3
2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-0.0004740583453726,19073650.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0546424977583924,904967375.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0300250293763557,-123269775.0,0,3
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0454396120177722,126305510.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.2946739066569986,-1056950.0,0,3
2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.4467731982019712,5525040.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0342027237119008,84557030.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.2182114581252681,91040710.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0699968048798188,2777168385.0,3,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.0314358289516161,15000000000.0,1,1
1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.392063560283183,33983135.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.1041111843116192,897478130.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.1605743230016054,107623135.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.1722574403221679,330306660.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0988525714361008,205987900.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.3820340766003077,-33683705.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.1739731183115498,164992965.0,0,3
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0149261024371994,358122040.0,0,3
2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.1573434946726284,332605445.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.3350438099802668,113451440.0,0,3
2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.535295861198715,-15000000000.0,2,2
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.1664232465741298,39723510.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.1693752018236185,-362979585.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.5026274575438638,49058115.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0263311182786595,229144290.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0195299349368643,-58006350.0,0,3
2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-0.0484630308288705,14485525.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0210661424238784,87749690.0,0,3
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0084508911307466,1907405030.0,0,0
1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.5449949192738738,91131980.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-0.0381343040123812,-2347171975.0,0,3
2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.0346093964427427,21029555.0,0,3
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.0291773659939893,106039675.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0217616406198348,-150287190.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.0420029744799104,194915000.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.1951887297680225,242873815.0,0,3
1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,-0.3478206495080569,-3202755255.0,0,3
1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-0.0071744176036611,34546090.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.009679644425422,28890785.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.6807859309554134,37821995.5,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.2673502386956891,121619675.0,0,3
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.009396487395967,39099585.0,0,3
2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.1553750615524066,40939750.0,0,3
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0534285302271341,49494125.0,0,3
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0634197661110144,21891960.0,0,3
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.0183695680221977,-208655000.0,0,3
2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.3806690934404266,86607755.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.024171982820865,-1442385535.0,0,3
2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.0,9790110.0,0,3
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-0.0088595983875857,696821795.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.012858756354759,92018337.8265306,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0972308740714266,-139459275.0,0,3
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0506215877120915,1594298490.0,0,0
1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.1674957849471493,1754792385.0,0,0
2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,-0.0640312789751328,34789505.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.2931567650407652,-3654854140.0,0,3
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.036441477561352,338198565.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.3160406875006478,5702840.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.162269181943126,4850119250.0,3,4
1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-0.0039380811252328,59237415.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.2223753816127678,5195505.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.0747730426565402,551374470.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.2258307877860673,15122765.0,0,3
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.034625886272022,-746206575.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.1075523184603735,2058238435.0,0,0
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.126567937427545,46078235.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0135359749150619,188383370.0,0,3
2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.1000878658567949,75656800.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-0.0390250074303663,2030350185.0,0,0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.015408616420941,23916785.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.1905231753439262,10902215.0,0,3
1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.038860511028016,335153225.0,0,3
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.1585692346365061,48811790.0,0,3
2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.1760375008704382,90815515.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.2242529784803828,93152325.0,0,3
1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0255206856747473,647596595.0,0,3
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0865183356735812,109595175.0,0,3
2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.9313325430828304,18629555.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.0266280630074567,60235420.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.1778877824094376,14673270.0,0,3
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.1724469942823686,-137652820.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.1295874750605388,189626850.0,0,3
1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-0.038914787990866,2912285.0,0,3
2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.3483546878742599,66281710.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.2232626719127298,235333340.0,0,3
2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.2186390301967614,103952075.0,0,3
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.05490648693084,22736550.0,0,3
2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.2498815911521165,17569615.0,0,3
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-0.0034685626250909,1183886485.0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.1037889792613336,346871545.0,0,3
2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0848076652886829,123534510.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.0560012397809802,1060090.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.1197986727771055,-75519870.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.0351886221023994,64011790.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0971352806214714,-88121465.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.172861636733461,88201085.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.083510281258523,132340860.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.0082557559738214,378804895.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.4658606105378993,43768465.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.2852261870727753,-1679885.0,0,3
2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.4289198343936567,-646230.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.017523655378486,11645000.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0452455269878269,132390885.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0290269146646733,-51690575.0,0,3
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0972308740714266,15000000000.0,1,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.1857640601130669,16200690.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.1566905390273334,-186825325.0,0,3
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.2454036181734453,2631925000.0,3,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.1486548905575286,2496454200.0,3,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.4405187184097621,-14237555.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.1354590858828547,50380250.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0632501086490579,39323295.0,0,3
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.0212816044474305,2319304630.0,3,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0047650759613977,-43385380.0,0,3
2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.1356157331560787,14998525.0,0,3
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.3688171594675408,38587915.0,0,3
2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.1697132073798243,21443250.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0060927886640539,-203280125.0,0,3
1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0455330877605689,206165000.0,0,3
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0582042848411107,17678690.0,0,3
2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.6326157273614814,182924930.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0172009193205826,30087645.0,0,3
2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0972308740714266,3513202101.5,3,0
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0972308740714266,4035880000.0,3,4
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.0608725307502705,136702255.0,0,3
2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.0657928651979323,-1191346272.0,0,3
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0972308740714266,1589151875.0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.2047017497947299,80947085.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.2303554891669416,155999420.0,0,3
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0473299183750517,2154190000.0,0,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.005159328360626,65553085.0,0,3
1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.2159572243415582,13788290.0,0,3
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.4474166590114195,66636370.0,0,3
2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.1912727909773927,30081100.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0499001366154464,-16042460.0,0,3
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.4018783354344174,373284125.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0576736442011857,3858906175.0,3,4
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.2609346911981413,151308350.0,0,3
2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.0495303407622963,12700050.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.1143999916855793,-471886295.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.1971178595753416,23786870.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.2217405112470696,90647460.0,0,3
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.0154561321624131,143492040.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0632689151805892,62456690.0,0,3
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.2594748836510256,165036610.0,0,3
1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.2637009999878869,334169725.0,0,3
1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-0.0164414026353565,-54628655.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0412401524202796,-8785170.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.6839067438900103,36701520.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.241655003799392,59033655.0,0,3
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0698212005813112,2188178165.0,0,0
